amount,hour_of_day,day_of_week,is_online,merchant_risk,country_risk,customer_age_days,transaction_count_24h,amount_zscore,distance_from_home,device_age_days,is_new_device,distinct_merchants_24h,time_since_last_txn_hours,is_fraud
157.17,18,5,0,0.3338,0.2815,1096,1,0.004,53.0,307,0,0,0.202,0
85.39,16,0,0,0.1113,0.2122,612,1,0.17,36.4,118,0,5,30.836,0
42.2,19,3,1,0.4251,0.4308,723,2,0.919,28.2,323,0,3,30.775,0
76.83,21,0,0,0.1276,0.0443,1078,0,0.731,3.8,86,0,4,11.598,0
142.24,12,2,1,0.2495,0.3426,683,1,-0.243,9.4,144,0,3,4.435,0
253.54,19,1,1,0.3109,0.217,808,3,0.27,17.3,210,0,1,32.856,0
268.13,21,6,0,0.2487,0.2473,617,4,-0.354,23.4,102,0,0,2.033,0
327.96,22,2,1,0.176,0.0562,649,2,0.021,21.2,412,0,2,2.929,0
253.13,17,0,0,0.0279,0.1441,1080,1,0.358,6.6,191,0,4,2.898,0
52.37,19,6,1,0.1776,0.2309,607,1,0.092,13.1,128,0,1,11.127,0
913.61,13,2,0,0.2464,0.2244,577,2,-0.512,9.2,133,0,0,23.473,0
233.27,9,4,1,0.0608,0.2398,389,0,1.309,25.2,297,0,3,32.683,0
309.42,19,2,0,0.3549,0.2962,605,3,0.042,6.3,131,0,3,0.575,0
81.94,15,5,1,0.0629,0.141,461,4,-0.517,11.4,333,1,2,2.758,0
177.03,12,0,0,0.1796,0.4222,725,5,-0.097,32.5,97,0,3,8.309,0
231.08,18,0,1,0.1048,0.09,354,2,0.254,16.5,236,0,1,2.67,0
259.57,19,1,0,0.2196,0.1075,556,2,0.764,11.1,114,0,1,14.499,0
99.28,9,4,1,0.2512,0.1172,845,2,-1.199,33.7,102,1,1,8.82,0
145.01,17,4,0,0.1564,0.1389,983,2,0.737,15.9,108,0,2,11.438,0
684.67,20,1,0,0.2793,0.162,689,4,0.095,12.2,62,0,0,4.783,0
71.48,11,5,0,0.3979,0.1591,575,4,-1.345,32.6,251,0,4,6.146,0
262.63,21,2,1,0.2106,0.0728,862,0,-1.291,26.7,162,0,1,3.917,0
89.51,18,4,1,0.1572,0.1496,611,5,-0.141,16.1,81,0,3,36.341,0
99.83,19,5,1,0.1628,0.1947,477,5,-0.264,1.3,95,0,1,7.683,0
88.12,18,0,1,0.0873,0.0318,959,1,0.517,4.7,100,0,1,5.583,0
94.98,12,5,1,0.0983,0.1943,635,1,0.744,44.4,139,0,1,0.878,0
82.11,17,3,1,0.1276,0.2676,566,1,1.447,18.9,168,0,3,0.449,0
89.41,19,3,1,0.1307,0.1205,769,0,0.126,25.7,147,0,1,21.013,0
40.18,18,3,1,0.2661,0.1238,608,2,1.32,27.7,178,0,1,20.187,0
145.52,12,1,1,0.0593,0.0516,400,1,1.333,8.1,281,0,3,2.394,0
133.0,10,3,0,0.2538,0.02,691,2,1.003,14.9,270,0,2,3.228,0
94.05,18,1,1,0.1704,0.1462,725,2,0.252,33.6,357,0,2,6.432,0
93.6,8,2,0,0.2733,0.4527,470,2,1.44,17.1,85,0,0,1.959,0
129.11,9,6,0,0.2552,0.1127,490,4,1.845,47.7,284,0,2,38.847,0
319.68,17,4,1,0.4646,0.1227,750,4,-0.478,18.9,235,0,1,16.894,0
324.05,20,5,1,0.1333,0.1165,419,3,1.476,5.4,454,0,4,1.335,0
152.06,10,0,1,0.1643,0.266,374,1,1.347,10.5,304,0,4,9.772,0
169.38,18,1,1,0.1839,0.0882,724,5,0.614,23.0,155,1,2,0.989,0
64.34,18,0,1,0.0881,0.1607,450,0,0.556,9.3,144,0,2,3.817,0
18.68,13,3,0,0.4827,0.2737,609,1,-1.016,5.0,276,0,1,1.521,0
504.04,18,2,0,0.1049,0.1155,879,2,-0.463,23.4,58,0,1,3.22,0
156.26,12,3,0,0.1153,0.0562,649,3,-0.944,9.5,141,0,3,9.645,0
4314.69,21,6,1,0.6589,0.7259,37,6,3.202,770.5,13,1,3,1.187,1
91.58,19,3,1,0.0607,0.2106,544,1,-0.322,18.1,62,0,2,4.103,0
163.42,13,0,1,0.3435,0.1828,678,1,0.185,11.3,61,0,0,11.555,0
266.52,16,5,0,0.3013,0.1555,791,1,-0.003,51.3,92,0,1,1.246,0
232.39,17,3,0,0.1191,0.0559,330,4,-0.739,19.6,315,0,0,28.736,0
502.53,10,4,0,0.2689,0.1528,547,2,-0.344,4.5,181,1,0,18.873,0
329.45,15,2,1,0.0985,0.3395,963,2,0.415,19.9,278,0,0,35.304,0
125.28,18,0,1,0.2916,0.0985,1393,3,-0.661,2.4,180,0,0,7.565,0
74.7,19,3,0,0.2712,0.1424,956,1,-1.087,11.9,100,0,1,6.664,0
99.94,10,5,1,0.0459,0.3602,677,1,1.748,5.0,593,0,1,14.249,0
98.29,12,3,0,0.0724,0.1569,681,2,0.598,2.8,119,0,1,7.61,0
219.8,18,2,0,0.0481,0.0975,669,2,-0.148,4.2,165,0,0,4.877,0
30.52,14,4,1,0.1497,0.0886,1171,2,-0.709,7.2,120,0,0,16.515,0
308.07,9,6,1,0.0451,0.1034,754,4,-0.79,35.1,160,0,1,19.524,0
99.52,17,1,1,0.048,0.0998,436,1,0.275,10.5,287,0,3,15.344,0
234.68,17,0,1,0.204,0.109,475,2,-1.421,23.4,228,0,0,5.04,0
80.83,19,1,1,0.1674,0.1011,446,2,1.105,35.0,496,0,1,16.122,0
294.38,10,1,1,0.3282,0.0436,869,1,-0.762,10.5,140,0,1,2.308,0
100.44,12,1,1,0.1257,0.0932,636,1,-0.472,40.3,180,0,2,2.419,0
159.39,12,5,1,0.4001,0.0174,939,3,-0.361,20.8,108,1,1,27.079,0
294.99,20,5,0,0.2484,0.178,658,1,-0.957,35.0,172,0,1,9.56,0
81.82,21,3,0,0.2696,0.1435,879,2,0.517,33.8,119,0,1,0.464,0
127.96,10,1,0,0.2028,0.1022,976,1,-0.675,18.6,388,0,3,1.566,0
196.17,10,0,1,0.2626,0.0531,164,4,0.622,18.2,221,0,2,49.184,0
163.94,13,4,0,0.0864,0.0529,828,1,-0.516,3.0,266,0,3,20.63,0
255.83,13,3,1,0.2367,0.1516,691,4,0.657,25.2,66,0,1,12.979,0
202.56,18,5,1,0.1745,0.0884,374,3,1.586,2.4,279,0,0,12.68,0
70.59,18,3,1,0.0921,0.1924,831,2,1.397,9.9,96,0,1,12.046,0
177.83,11,2,0,0.3584,0.0665,597,3,-0.207,31.9,164,0,1,16.623,0
58.65,20,2,0,0.0045,0.0917,814,2,-0.198,5.1,102,0,0,9.57,0
203.69,18,4,1,0.3215,0.3007,627,1,-0.462,22.7,354,0,2,16.147,0
87.23,10,0,0,0.0575,0.2395,669,1,1.131,30.4,410,0,2,10.761,0
291.47,19,4,1,0.4931,0.2412,877,2,-0.873,41.6,172,0,1,3.127,0
398.84,15,4,1,0.2735,0.1725,884,2,-0.049,11.2,84,0,0,3.319,0
193.29,19,0,0,0.0846,0.1048,542,2,0.527,20.0,132,1,1,0.864,0
350.56,11,2,0,0.1834,0.1975,839,2,-0.264,10.8,187,0,0,10.767,0
85.56,18,0,0,0.1887,0.0491,969,4,0.875,13.0,45,0,1,11.085,0
609.44,18,6,0,0.1406,0.0837,1197,5,-1.823,16.0,268,0,0,5.132,0
25.89,6,5,0,0.2851,0.0448,727,1,-0.277,22.5,172,0,0,7.31,0
380.48,12,2,0,0.1081,0.3181,789,1,1.649,14.6,170,0,0,17.703,0
507.32,9,1,1,0.057,0.0529,732,2,1.088,4.3,368,1,2,1.54,0
246.7,20,0,1,0.0338,0.1669,857,1,-0.793,15.6,170,0,2,20.159,0
46.38,8,0,1,0.2187,0.0495,680,3,-0.615,18.4,427,0,1,18.289,0
231.69,19,6,1,0.0245,0.1559,773,3,0.418,27.3,144,0,1,14.888,0
126.32,18,2,0,0.1229,0.2165,1564,1,-1.083,44.8,215,0,2,23.841,0
759.17,17,2,1,0.2917,0.1781,963,3,0.217,20.3,103,0,3,23.19,0
144.38,17,0,0,0.151,0.1861,669,1,0.729,13.8,70,0,1,0.825,0
97.78,11,1,0,0.1807,0.3208,1173,0,0.494,19.8,97,0,2,6.355,0
80.88,12,1,0,0.3813,0.0172,908,0,1.512,9.7,184,0,0,2.861,0
154.92,21,0,1,0.0526,0.2102,781,4,-3.087,18.4,278,0,1,16.845,0
126.45,17,1,1,0.3348,0.2344,892,2,-1.446,4.2,173,0,0,16.856,0
62.89,10,3,1,0.1042,0.1028,957,3,-0.464,0.2,61,0,2,5.516,0
860.94,10,2,1,0.2071,0.0545,828,2,-0.861,25.3,48,0,2,5.193,0
117.45,10,3,1,0.1247,0.1472,376,0,-1.003,29.4,377,0,1,7.713,0
85.12,19,0,1,0.0225,0.0709,857,2,-1.517,28.5,154,1,1,5.673,0
99.86,19,2,1,0.2136,0.039,374,1,0.581,25.3,526,0,3,5.563,0
86.84,17,4,1,0.4615,0.178,626,1,-2.182,29.0,115,0,2,20.582,0
31.1,15,5,0,0.3538,0.1665,929,1,-0.074,6.5,268,0,1,15.66,0
223.8,11,2,1,0.2312,0.2329,661,1,-0.785,27.7,196,0,1,4.494,0
278.36,14,6,0,0.079,0.1295,947,4,-0.722,21.4,158,0,0,20.509,0
82.27,9,2,0,0.2066,0.0345,520,2,-0.85,36.1,265,0,0,17.24,0
190.2,10,2,1,0.1566,0.0942,1048,2,0.252,10.6,48,0,2,11.184,0
366.05,22,4,0,0.5215,0.1024,877,3,-1.664,18.3,197,0,5,17.287,0
96.31,22,2,0,0.121,0.2544,1179,3,0.072,17.5,305,0,3,23.919,0
230.04,10,5,1,0.2227,0.3014,1047,3,0.597,14.6,106,0,0,15.822,0
97.67,13,0,1,0.2066,0.1006,952,0,-0.991,10.1,183,0,1,20.579,0
40.68,12,4,1,0.1822,0.2037,398,2,0.402,5.5,86,0,2,31.19,0
43.02,13,0,1,0.0738,0.0986,798,2,0.248,22.2,292,0,1,13.794,0
92.26,9,1,1,0.2451,0.0197,360,2,1.121,2.9,126,0,2,16.992,0
68.62,10,3,1,0.4647,0.1306,389,4,-1.469,31.5,396,0,2,42.155,0
294.46,20,4,0,0.196,0.2517,881,0,0.492,31.3,62,0,1,41.483,0
277.07,9,2,0,0.206,0.1334,284,0,-0.401,2.0,192,0,1,28.217,0
359.6,10,0,0,0.3739,0.2911,718,1,0.704,10.4,253,0,2,14.206,0
436.51,17,0,0,0.2431,0.1367,489,2,-1.386,21.2,67,0,1,8.927,0
111.48,14,1,0,0.2763,0.1962,917,1,0.981,16.6,70,0,0,24.249,0
133.74,18,1,0,0.0302,0.1078,687,3,-0.329,21.9,205,0,2,10.146,0
112.05,11,1,0,0.2715,0.0349,755,0,0.732,19.9,126,1,3,3.097,0
114.07,9,4,1,0.216,0.161,347,1,0.24,1.1,214,0,3,17.441,0
87.61,18,0,1,0.1881,0.2515,796,1,-1.422,14.5,159,0,2,3.436,0
377.06,13,2,0,0.3127,0.1412,689,3,-0.964,29.7,254,0,3,10.017,0
233.46,12,2,1,0.1415,0.3755,899,2,-0.358,12.0,217,0,0,5.64,0
199.51,18,4,1,0.4794,0.272,602,4,1.447,30.0,217,0,2,10.154,0
31.57,20,3,1,0.0231,0.1946,672,5,-0.715,6.4,101,0,2,11.235,0
306.1,13,1,0,0.2455,0.1469,842,3,0.6,30.7,68,0,0,25.715,0
80.13,18,0,1,0.2754,0.0764,539,3,-0.923,20.2,413,1,4,60.306,0
210.51,18,3,0,0.0697,0.1282,692,5,-1.712,24.0,215,0,2,1.3,0
668.94,11,0,1,0.1206,0.1581,291,1,-1.268,35.3,301,1,1,3.252,0
199.98,11,1,0,0.2288,0.2309,581,3,-0.941,10.7,102,0,2,5.093,0
440.62,12,2,1,0.0969,0.1144,836,0,-0.457,30.7,354,0,3,28.151,0
680.58,19,6,0,0.1659,0.1081,850,3,-0.124,16.2,276,0,2,20.416,0
110.29,17,6,1,0.2003,0.0253,826,0,0.105,14.8,136,0,1,2.094,0
22.6,19,4,1,0.1434,0.1206,372,1,0.315,16.3,98,0,2,5.43,0
95.37,17,0,1,0.3259,0.1526,697,0,0.192,1.5,244,0,1,35.24,0
319.31,20,4,0,0.2013,0.0321,515,0,-2.382,29.2,234,0,0,3.647,0
171.44,15,2,1,0.242,0.0394,537,1,0.194,28.7,86,0,3,1.249,0
214.28,18,5,0,0.1947,0.0963,991,1,0.607,17.1,229,0,3,7.242,0
555.79,20,1,1,0.118,0.0274,610,2,-1.342,37.1,256,0,0,15.771,0
528.64,10,4,0,0.1021,0.2347,503,3,-1.382,11.1,77,0,5,7.835,0
65.27,11,3,0,0.1245,0.1838,666,2,1.028,0.7,61,0,0,6.064,0
461.38,20,4,1,0.1405,0.1395,687,4,2.082,17.5,273,0,2,23.458,0
177.09,11,3,1,0.2071,0.1534,715,0,-0.181,20.9,132,0,2,1.377,0
179.73,16,3,1,0.1101,0.1625,1058,1,-0.187,57.8,107,0,0,9.223,0
137.63,19,3,1,0.43,0.0381,787,4,0.677,34.0,78,0,0,10.45,0
69.26,16,1,0,0.0908,0.3316,1110,1,-0.862,14.3,158,0,0,19.297,0
313.25,20,6,0,0.2925,0.0703,917,3,0.279,8.4,203,0,4,11.026,0
599.19,13,0,1,0.2119,0.0639,1178,1,-1.148,36.8,305,0,2,30.321,0
44.48,17,3,0,0.0509,0.2603,753,3,-0.022,7.7,155,0,0,12.467,0
297.04,16,2,0,0.3089,0.2109,514,5,0.34,13.2,38,0,1,3.112,0
129.7,18,1,0,0.0515,0.1809,632,2,-0.879,16.2,246,0,2,3.146,0
301.13,19,2,1,0.3343,0.2373,332,2,0.216,13.2,175,0,5,3.858,0
82.9,16,5,1,0.3007,0.1823,433,2,0.627,13.1,128,0,6,15.534,0
67.87,11,1,0,0.4621,0.0324,1196,2,-0.482,4.4,129,0,1,6.716,0
237.89,6,3,0,0.2724,0.117,735,1,0.713,38.5,205,0,3,2.628,0
111.53,18,0,0,0.1361,0.1431,1145,2,-1.433,6.2,278,0,0,20.225,0
30.29,17,3,1,0.2986,0.196,438,1,0.116,12.9,212,0,3,6.069,0
45.08,18,2,0,0.0851,0.2027,646,1,0.888,15.2,179,0,2,0.698,0
385.73,12,0,0,0.4889,0.1319,625,0,-0.417,3.0,70,0,2,1.502,0
82.82,14,2,1,0.1454,0.2004,1039,2,-1.414,5.4,154,0,1,4.473,0
98.54,19,3,1,0.1169,0.0287,1030,2,-0.65,9.0,166,0,0,4.836,0
385.39,12,2,0,0.1266,0.1175,812,2,0.542,8.0,120,0,2,4.412,0
178.36,19,1,1,0.1006,0.0668,825,4,0.239,10.0,77,0,3,9.402,0
80.0,16,2,1,0.2256,0.1007,565,3,-0.49,17.4,397,0,0,11.999,0
57.34,18,2,1,0.0831,0.0206,1199,1,-0.263,34.2,217,0,2,2.053,0
199.66,19,1,0,0.2833,0.0816,556,3,-0.323,26.2,103,0,1,4.102,0
86.52,19,0,0,0.2757,0.068,955,2,-1.085,6.1,390,0,2,7.943,0
77.16,14,5,1,0.2209,0.0557,471,0,0.489,32.8,234,0,2,35.37,0
237.06,9,5,1,0.2541,0.6524,509,2,-1.054,23.9,190,0,1,29.093,0
98.66,11,2,1,0.1043,0.2888,395,3,-0.385,15.1,69,0,1,11.742,0
172.48,13,4,1,0.2988,0.0741,564,2,-0.555,18.3,176,0,1,12.959,0
87.31,10,2,1,0.1103,0.0544,819,6,1.411,23.4,65,1,2,15.699,0
45.83,14,0,0,0.2084,0.1149,1050,1,2.325,65.0,142,0,3,4.814,0
52.79,16,1,1,0.1694,0.1451,647,4,-0.215,39.5,224,0,2,9.166,0
215.01,19,0,0,0.1817,0.1488,1010,3,-0.444,1.0,278,0,1,0.66,0
323.99,11,6,0,0.0425,0.1548,960,1,-0.345,4.8,29,0,0,3.01,0
72.79,18,4,1,0.2358,0.1529,1114,3,0.002,15.0,129,0,2,10.312,0
240.87,13,1,0,0.1071,0.1205,507,1,0.4,32.6,154,0,0,6.457,0
259.75,14,0,1,0.2629,0.3237,702,1,-0.352,15.5,237,0,2,5.226,0
61.23,12,0,1,0.1113,0.0141,626,1,-0.3,19.1,152,0,0,10.016,0
131.26,13,5,1,0.2413,0.1162,776,2,-0.304,6.1,131,0,0,8.365,0
259.23,16,1,1,0.0768,0.2487,384,0,0.511,7.3,107,0,1,7.422,0
339.59,13,2,1,0.2868,0.1935,691,3,0.518,28.0,611,0,3,2.434,0
79.05,9,4,1,0.4254,0.0329,752,3,1.348,11.1,195,0,2,7.351,0
262.49,9,1,0,0.1436,0.0259,205,1,-0.399,38.2,228,0,0,8.619,0
237.71,13,2,1,0.3843,0.0364,808,1,-0.599,35.6,131,0,3,37.398,0
275.87,19,5,1,0.2575,0.3787,920,1,1.039,1.5,143,0,1,0.659,0
63.23,18,4,1,0.1421,0.2433,788,0,0.673,17.2,277,0,2,20.351,0
113.04,13,1,1,0.0635,0.2624,708,3,0.402,8.7,73,0,0,5.779,0
108.11,21,2,0,0.4308,0.1014,514,2,-0.48,19.0,74,0,1,10.233,0
388.16,9,0,0,0.1171,0.3023,666,1,-0.635,14.7,317,0,2,5.681,0
107.26,21,0,1,0.1908,0.1445,495,1,1.379,5.2,213,0,1,1.004,0
136.47,11,4,0,0.0783,0.0687,639,2,0.308,0.5,319,0,2,4.507,0
103.59,16,1,1,0.0855,0.1056,592,0,-0.823,13.7,416,0,0,21.982,0
62.4,9,1,0,0.143,0.1342,1103,2,0.197,12.9,127,1,2,11.855,0
278.04,13,5,1,0.0825,0.1629,458,5,-0.238,37.0,207,0,2,6.034,0
86.67,19,4,1,0.2208,0.2318,643,1,-0.432,14.2,196,0,1,10.098,0
215.28,18,4,1,0.1492,0.0719,657,1,0.553,13.4,75,0,2,13.464,0
132.77,17,0,1,0.1886,0.232,1101,3,-0.36,18.5,197,0,1,0.031,0
135.08,14,2,1,0.1157,0.1445,646,1,0.555,11.9,243,0,1,69.903,0
310.0,20,0,1,0.32,0.2328,492,1,0.112,8.2,145,0,2,36.578,0
422.86,9,1,0,0.0836,0.0223,642,0,-0.033,84.7,167,0,2,10.713,0
151.59,13,2,0,0.2136,0.0344,429,3,-0.231,35.8,114,0,0,15.522,0
235.06,19,0,1,0.1308,0.3326,721,4,-0.267,20.9,250,0,1,0.062,0
126.83,17,4,1,0.115,0.293,321,2,0.803,23.9,258,0,2,10.744,0
247.46,17,4,0,0.4189,0.1611,761,1,0.204,4.0,144,0,0,1.056,0
355.0,11,2,1,0.2217,0.1954,1026,4,-0.662,11.1,204,0,1,7.164,0
358.65,12,2,0,0.3842,0.0496,460,0,-0.856,9.8,122,0,2,40.62,0
178.91,11,4,1,0.2073,0.1021,550,3,-0.149,19.8,86,0,3,7.86,0
72.58,13,2,1,0.1311,0.0457,464,2,-1.378,37.5,108,0,1,26.099,0
330.87,19,2,1,0.1236,0.1478,605,1,0.684,18.5,350,0,2,3.5,0
571.19,12,1,0,0.1412,0.0156,912,1,-1.297,13.3,83,0,0,11.875,0
134.61,11,0,1,0.1276,0.1959,626,2,0.761,19.7,67,0,1,25.326,0
89.79,11,4,1,0.562,0.1888,739,3,0.096,39.2,133,0,1,0.027,0
52.43,16,6,1,0.1719,0.0719,793,1,0.44,9.3,272,0,1,23.96,0
68.63,19,0,0,0.1023,0.5024,487,0,-0.956,22.3,418,0,2,3.736,0
249.31,12,3,0,0.2689,0.2568,585,2,-1.438,9.2,172,0,2,18.587,0
370.47,8,3,0,0.3306,0.2105,650,2,-1.611,10.6,183,0,2,16.756,0
433.21,17,2,1,0.1257,0.2208,636,2,-0.871,28.7,140,0,2,23.969,0
126.55,14,1,0,0.0143,0.0982,1032,5,-1.198,16.3,131,0,0,10.72,0
214.68,19,1,0,0.3751,0.1169,416,4,0.596,29.6,350,0,0,1.223,0
97.74,18,3,1,0.0833,0.3802,752,3,-1.279,21.2,135,0,3,20.972,0
175.34,20,2,1,0.0655,0.0445,793,1,-0.364,16.0,207,0,5,17.537,0
172.48,20,3,0,0.258,0.0856,584,6,-0.506,38.7,125,0,1,2.206,0
184.39,14,3,1,0.4366,0.4421,384,2,-0.096,32.5,77,0,0,23.462,0
104.66,12,0,1,0.119,0.0484,473,2,-0.87,2.9,258,0,3,18.398,0
90.56,16,2,1,0.3169,0.1575,457,1,-0.44,11.4,204,0,1,77.774,0
62.04,12,2,0,0.1428,0.1057,490,1,1.68,2.0,451,1,2,3.133,0
113.63,19,3,1,0.1188,0.0656,1208,0,0.611,36.8,181,0,2,7.504,0
58.05,18,5,1,0.048,0.2825,567,0,1.751,13.8,387,0,3,7.364,0
345.15,19,3,1,0.1545,0.1424,750,2,0.659,8.2,175,1,4,1.226,0
199.0,9,3,0,0.5151,0.1162,443,1,-0.657,32.3,86,0,1,17.461,0
274.27,19,6,0,0.145,0.1026,944,3,0.883,49.5,203,0,1,8.26,0
80.15,14,2,1,0.0348,0.1387,612,0,-1.318,3.9,178,0,2,1.571,0
91.68,19,4,1,0.1776,0.0347,725,1,-0.264,9.3,269,0,1,9.798,0
96.57,20,4,1,0.0812,0.197,632,3,0.398,30.7,212,0,3,0.569,0
465.22,13,2,0,0.3394,0.1612,596,0,-0.348,27.8,286,0,0,25.235,0
243.03,19,0,0,0.3898,0.057,816,1,1.156,43.1,85,0,0,7.377,0
169.44,10,2,1,0.2103,0.2265,903,4,-0.6,17.9,199,0,1,7.661,0
96.45,20,5,1,0.0206,0.0819,586,3,-0.73,52.3,162,0,1,3.014,0
111.15,18,3,0,0.3037,0.0703,399,0,0.863,28.6,79,0,2,1.859,0
206.75,17,0,1,0.1904,0.105,1126,4,0.261,3.4,212,0,2,11.84,0
132.51,20,2,1,0.5353,0.1844,632,0,0.441,11.6,194,0,1,7.809,0
85.22,11,4,1,0.3563,0.2818,837,2,2.486,60.6,65,0,1,29.391,0
65.51,19,2,1,0.1855,0.4462,204,3,-0.972,7.7,230,0,1,16.476,0
338.08,17,2,1,0.2382,0.2274,694,2,-0.64,5.2,116,0,3,21.449,0
64.52,19,3,1,0.113,0.0645,330,1,-0.16,1.2,157,0,2,47.446,0
588.98,12,1,1,0.3271,0.0761,285,2,-0.936,20.6,215,0,1,10.731,0
243.99,18,6,1,0.0878,0.1421,543,3,-0.897,17.0,404,0,3,7.178,0
207.58,13,2,0,0.1585,0.1653,556,2,-0.11,19.9,244,0,1,10.23,0
89.14,9,1,1,0.2678,0.2146,379,4,0.668,23.0,186,0,0,1.784,0
104.27,10,0,1,0.371,0.1018,549,5,1.159,26.9,169,0,2,5.572,0
188.3,22,0,1,0.1177,0.1501,527,3,0.758,8.1,116,0,1,7.517,0
19.44,12,5,1,0.3084,0.0322,919,0,1.062,16.0,234,0,3,0.618,0
561.28,11,6,0,0.2418,0.2246,515,1,0.032,22.0,250,0,2,11.056,0
62.06,13,0,0,0.4808,0.0752,521,0,0.297,5.5,129,0,1,2.082,0
160.1,15,2,1,0.1879,0.0787,663,3,-0.945,4.3,118,0,0,1.004,0
54.94,14,3,0,0.4283,0.2589,1120,1,-0.377,36.6,285,0,2,15.769,0
110.27,9,3,0,0.2871,0.2212,964,4,-0.609,38.2,41,0,2,3.63,0
67.24,11,2,0,0.1361,0.0343,904,3,0.553,31.8,43,1,1,23.599,0
158.49,11,3,1,0.6061,0.2324,838,1,-0.495,11.9,129,1,0,2.921,0
526.08,8,1,1,0.2092,0.1355,1085,2,0.177,29.2,301,0,0,17.269,0
110.47,19,1,0,0.1165,0.1845,910,5,0.649,27.4,216,0,3,19.072,0
296.0,14,0,1,0.3467,0.1572,1299,0,0.576,3.2,122,1,4,2.25,0
358.73,11,2,0,0.1211,0.132,872,3,-0.208,17.0,158,0,3,8.702,0
505.15,19,4,0,0.1846,0.1762,701,2,-0.738,5.5,401,1,3,5.768,0
286.72,12,3,1,0.0796,0.0238,555,0,-1.401,46.5,137,1,1,5.815,0
92.44,11,6,1,0.1758,0.0264,816,0,-1.258,49.4,199,0,4,21.963,0
161.37,12,2,1,0.1793,0.2448,1020,3,-1.39,11.3,390,0,0,3.138,0
129.07,13,1,1,0.0979,0.1659,617,1,0.529,56.1,321,0,0,8.75,0
133.94,9,1,0,0.1173,0.2996,657,2,1.875,23.7,263,0,1,12.871,0
78.49,20,4,0,0.3547,0.2303,968,2,0.538,32.5,215,0,2,24.104,0
86.73,16,3,0,0.1356,0.0977,863,2,-0.531,1.4,215,0,1,24.639,0
45.62,8,3,1,0.1686,0.2138,587,2,0.439,12.4,145,0,4,2.777,0
57.86,10,4,1,0.3603,0.1281,653,0,0.334,6.2,76,0,3,16.586,0
48.83,14,6,0,0.0185,0.1664,912,2,0.092,38.1,89,0,0,0.029,0
51.7,20,1,1,0.5212,0.0658,715,2,-0.359,24.3,115,0,2,29.68,0
84.28,19,2,1,0.0344,0.075,371,4,-1.964,17.5,168,0,0,10.197,0
143.7,18,4,0,0.1562,0.2012,556,1,0.876,24.7,155,0,1,6.747,0
81.58,13,4,1,0.3265,0.153,1096,1,-0.535,0.7,77,1,0,2.105,0
94.6,19,4,1,0.2438,0.1583,1074,3,-1.689,72.8,110,0,2,4.869,0
151.41,12,4,1,0.1178,0.1168,600,2,1.184,5.9,252,0,1,10.313,0
856.35,12,6,0,0.375,0.1555,428,1,-0.107,35.7,399,0,1,4.527,0
14.81,15,0,1,0.1796,0.0991,1037,0,-0.776,24.0,345,0,3,3.032,0
31.02,14,1,0,0.056,0.0338,730,0,-1.76,11.0,163,0,1,24.901,0
947.23,12,3,0,0.2405,0.2182,674,3,0.327,29.9,164,0,2,5.51,0
265.45,22,0,0,0.1447,0.2885,577,1,-0.756,29.5,99,0,1,49.337,0
32.78,12,2,1,0.3693,0.2074,359,4,-0.557,13.7,337,0,2,2.188,0
365.59,12,5,1,0.3961,0.087,669,1,1.484,2.3,157,0,2,7.489,0
35.29,14,5,0,0.1789,0.1275,1201,2,0.276,14.2,193,0,0,0.533,0
145.02,22,0,0,0.2154,0.2448,684,2,1.095,43.4,197,0,0,14.6,0
330.3,18,2,0,0.0708,0.1819,882,4,-0.485,10.3,282,0,3,6.953,0
662.46,9,0,0,0.2125,0.085,679,3,-1.631,19.6,181,1,0,6.482,0
95.3,16,2,0,0.3774,0.1859,499,2,-1.344,22.0,186,0,2,6.096,0
52.99,11,5,1,0.0649,0.198,753,2,-0.131,5.9,255,0,1,22.962,0
92.79,11,0,1,0.1902,0.0645,636,2,-0.241,16.9,385,0,2,21.897,0
260.77,9,1,0,0.0107,0.16,1566,3,-0.841,31.7,390,0,2,0.178,0
59.26,19,4,1,0.1064,0.1013,1446,0,0.664,1.6,200,0,0,12.533,0
277.72,15,6,0,0.0342,0.1046,490,3,1.212,5.3,95,0,3,6.156,0
867.76,20,2,1,0.0822,0.2118,340,3,-1.285,18.2,130,0,1,14.41,0
245.39,19,4,1,0.0726,0.1962,704,0,0.652,10.9,127,0,1,11.236,0
566.45,21,0,0,0.2077,0.1229,648,6,0.619,17.9,294,0,1,2.174,0
47.37,18,4,0,0.1598,0.2427,557,2,0.151,9.0,206,0,3,0.195,0
62.08,12,5,0,0.3287,0.218,540,0,1.224,7.8,67,0,1,34.09,0
41.53,19,6,1,0.2713,0.2518,926,2,0.737,24.3,115,0,0,10.14,0
54.91,11,1,1,0.1101,0.1024,1248,3,-0.459,32.0,226,1,1,5.367,0
130.93,17,2,0,0.1571,0.2657,432,3,-0.447,22.6,227,0,0,3.195,0
222.97,12,4,1,0.1297,0.0954,791,2,0.133,54.3,95,0,2,9.788,0
158.61,14,1,1,0.2067,0.0154,1018,0,0.488,29.0,253,0,2,0.036,0
72.95,9,6,1,0.2779,0.007,418,2,-0.26,22.8,217,0,3,0.347,0
50.79,8,2,1,0.2015,0.1907,396,3,0.886,7.0,276,0,0,2.631,0
209.08,11,3,0,0.2986,0.1311,356,0,-0.608,11.8,173,0,1,1.528,0
